8,1.573980,3.359267,421.394842,0.252837
12,1.566400,2.416163,585.878414,0.761642
16,1.590910,2.483658,569.956620,1.291902
20,1.584450,2.428588,582.881031,2.040084
24,1.604770,2.306095,613.841754,3.069209
28,1.626270,2.505722,564.938117,3.822748
32,1.628060,2.454972,576.616622,5.074226
36,2.003740,2.760876,512.727705,5.691278
40,2.020350,2.942322,481.109031,6.575157
44,2.032320,2.828697,500.434557,8.257170
48,2.039680,2.934273,482.428676,9.455602
52,2.087230,2.876062,492.193015,11.304033
56,2.095070,3.031989,466.880907,12.419032
60,2.114500,3.140516,450.746870,13.747780
64,1.874850,2.643532,535.487195,18.563556
68,4.954110,5.713490,247.760588,9.687439
72,4.947870,5.774995,245.121861,10.736338
76,5.026400,5.966500,237.254255,11.570099
80,5.024770,5.736606,246.762206,13.325159
84,5.371680,6.314283,224.186586,13.339102
88,5.526180,6.323285,223.867422,14.611080
92,5.560220,6.519078,217.143826,15.482355
96,5.465280,6.206275,228.088122,17.699638
100,6.310620,7.103112,199.289787,16.773557
104,6.279810,7.097410,199.449883,18.149939
108,6.348220,7.337451,192.924982,18.925941
112,6.540900,7.416119,190.878494,20.131318
116,6.708060,7.489317,189.012908,21.377360
120,6.796420,7.690666,184.064365,22.271788
124,6.824700,7.693278,184.001886,23.766910
128,5.679970,6.634430,213.368382,29.359489
132,9.849540,10.640476,133.037057,19.463321
136,9.988900,10.759446,131.566032,20.427819
140,10.013800,10.955637,129.209973,21.255041
144,9.991460,10.919668,129.635592,22.556593
148,11.825800,12.739927,111.113482,20.418954
152,11.161900,12.153298,116.476831,22.573210
156,10.684400,11.463192,123.488952,25.204095
160,10.752100,11.544456,122.619691,26.322360
164,11.936800,12.835128,110.289323,24.870242
168,12.111900,12.899810,109.736310,25.963611
172,13.297700,14.097773,100.411437,24.898689
176,13.319000,14.292270,99.044981,25.712077
180,13.575300,14.445466,97.994596,26.605533
184,13.084600,14.002014,101.098142,28.678173
188,13.219500,13.967189,101.350214,30.009798
192,11.125500,11.896028,118.995818,36.745908
196,18.428000,19.352725,73.146165,23.535998
200,17.192100,17.976926,78.744143,26.379288
204,17.392000,18.265728,77.499107,27.008439
208,17.398300,18.157326,77.961789,28.242958
212,18.300800,19.073738,74.216056,27.927502
216,20.194600,20.964539,67.522478,26.374280
220,18.342300,19.150642,73.918024,29.949119
224,18.386500,19.233786,73.598491,30.911366
228,20.461800,21.181631,66.830435,29.077922
