12,1.058880,2.020635,467.040576,0.607153
16,1.056220,2.000312,471.785526,1.069381
20,1.073120,1.983637,475.751564,1.665130
24,1.079390,1.900569,496.545296,2.482726
28,1.100960,1.986278,475.118939,3.214971
32,1.088480,1.954928,482.738178,4.248096
36,1.349920,2.168801,435.133762,4.829985
40,1.364960,2.127221,443.639126,6.063068
44,1.365440,2.295376,411.138951,6.783793
48,1.376830,2.289325,412.225613,8.079622
52,1.420740,2.268793,415.956138,9.553126
56,1.413410,2.284580,413.081808,10.987976
60,1.424610,2.269235,415.875220,12.684194
64,1.261730,2.165740,435.748633,15.105953
68,3.231100,4.113869,229.399245,8.969510
72,3.296700,4.147386,227.545340,9.966486
76,3.315580,4.023698,234.540058,11.437737
80,3.354050,4.161358,226.781360,12.246193
84,3.663140,4.565055,206.726642,12.300235
88,3.605310,4.483290,210.496844,13.738427
92,3.673630,4.515528,208.994043,14.901275
96,3.683840,4.602733,205.034354,15.910666
100,4.115100,4.906673,192.333665,16.188084
104,4.133820,5.012049,188.289926,17.134383
108,4.184510,5.054147,186.721598,18.317389
112,4.291420,5.130724,183.934741,19.398984
116,4.399260,5.115703,184.474831,20.864103
120,4.468640,5.213627,181.009969,21.902206
124,4.608700,5.483028,172.116297,22.231688
128,3.756420,4.480570,210.624648,28.981952
132,7.153660,8.001402,117.944130,17.255226
136,7.202210,8.092687,116.613735,18.106226
140,7.308670,8.163793,115.598031,19.015876
144,6.662780,7.493822,125.932857,21.912317
148,7.113090,7.938656,118.876343,21.845509
152,7.065700,7.825979,120.587903,23.369936
156,7.143840,7.801939,120.959472,24.687828
160,7.137250,8.054064,117.172950,25.153127
164,8.598620,9.451257,99.851098,22.516423
168,8.797980,9.849927,95.809681,22.668571
172,8.727650,9.610872,98.192799,24.348541
176,8.794270,9.514603,99.186316,25.748768
180,8.593250,9.489355,99.450219,27.000734
184,8.677790,9.552971,98.787943,28.022846
188,9.605980,10.355243,91.134352,26.984882
192,8.141340,8.963794,105.281140,32.510816
196,12.444100,13.348912,70.696279,22.747706
200,12.571000,13.330320,70.794880,23.716285
204,12.679000,13.474907,70.035245,24.407283
208,12.678000,13.509561,69.855592,25.306352
